"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB01870","Benzoic acid","HMDB0001870","243","30746","C00539","1297","OC(=O)C1=CC=CC=C1","1"
"HMDB00056","beta-Alanine","HMDB0000056","239","16958","C00099","5119","NCCC(O)=O","1"
"HMDB00055","Cellobiose","HMDB0000055","10712","36217","C06422","3480","OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB00067","Cholesterol","HMDB0000067","5997","1307929","C00187","163","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CCC(C4)O)C)C","1"
"HMDB00094","Citric acid","HMDB0000094","311","30769","C00158","124","OC(=O)CC(O)(CC(O)=O)C(O)=O","1"
"HMDB00904","Citrulline","HMDB0000904","9750","16349","C00327","16","N[C@@H](CCCNC(N)=O)C(O)=O","1"
"HMDB00562","Creatinine","HMDB0000562","588","16737","C00791","8","CN1CC(=O)NC1=N","1"
"HMDB00099","L-Cystathionine","HMDB0000099","439258","17482","C02291","39","N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O","1"
"HMDB00574","L-Cysteine","HMDB0000574","5862","17561","C00097","5556","N[C@@H](CS)C(O)=O","1"
"HMDB00192","L-Cystine","HMDB0000192","67678","16283","C00491","5207","N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O","1"
"HMDB02183","Docosahexaenoic acid","HMDB0002183","445580","28125","C06429","3457","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O","1"
"HMDB00638","Dodecanoic acid","HMDB0000638","3893","30805","C02679","5611","CCCCCCCCCCCC(=O)O","1"
"HMDB01999","Eicosapentaenoic acid","HMDB0001999","446284","28364","C06428","6423","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1"
"HMDB01043","Arachidonic acid","HMDB0001043","444899","15843","C00219","193","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1"
"HMDB02231","Eicosenoic acid","HMDB0002231","5282768","32425","C16526","6563","CCCCCCCC/C=C\CCCCCCCCCC(=O)O","1"
"HMDB02994","Erythritol","HMDB0002994","222285","17113","C00503","140","OC[C@H](O)[C@H](O)CO","1"
"HMDB00149","Ethanolamine","HMDB0000149","700","16000","C00189","3207","NCCO","1"
"HMDB01076","Fructose 1-phosphate","HMDB0001076","10400369","139419","C01094","378","OC[C@H]1O[C@](O)(COP(O)(O)=O)[C@@H](O)[C@@H]1O","1"
"HMDB00124","Fructose 6-phosphate","HMDB0000124","69507","15946","C00085","5159","OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O","1"
"HMDB00660","D-Fructose","HMDB0000660","439709","28645","C02336","135","OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O","1"
"HMDB00134","Fumaric acid","HMDB0000134","444972","18012","C00122","3242","OC(=O)\C=C\C(O)=O","1"
"HMDB01492","Gamma-Tocopherol","HMDB0001492","14986","298402","C02483","6276","CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O","1"
"HMDB00625","Gluconic acid","HMDB0000625","10690","33198","C00257","345","OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O","1"
"HMDB01401","Glucose 6-phosphate","HMDB0001401","5958","4170","C00092","145","OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O","1"
"HMDB00122","D-Glucose","HMDB0000122","5793","4167","C00221","133","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB03339","D-Glutamic acid","HMDB0003339","23327","15966","C00217","6895","N[C@H](CCC(O)=O)C(O)=O","1"
"HMDB00641","L-Glutamine","HMDB0000641","5961","18050","C00064","5614","N[C@@H](CCC(N)=O)C(O)=O","1"
"HMDB00807","3-Phosphoglyceric acid","HMDB0000807","724","17050","C00597","150","OC(COP(O)(O)=O)C(O)=O","1"
"HMDB00139","Glyceric acid","HMDB0000139","439194","32398","C00258","280","OC[C@@H](O)C(O)=O","1"
"HMDB02520","Beta-Glycerophosphoric acid","HMDB0002520","2526","17270","C02979","6708","C(C(CO)OP(=O)(O)O)O","1"
"HMDB00126","Glycerol 3-phosphate","HMDB0000126","439162","15978","C00093","5161","C([C@H](COP(=O)(O)O)O)O","1"
"HMDB00123","Glycine","HMDB0000123","750","15428","C00037","20","NCC(O)=O","1"
"HMDB00115","Glycolic acid","HMDB0000115","757","17497","C03547","3219","OCC(O)=O","1"
"HMDB11733","Glycyl-glycine","HMDB0011733","11163","17201","C02037",NA,"NCC(=O)NCC(O)=O","1"
"HMDB02259","Heptadecanoic acid","HMDB0002259","10465","32365",NA,"6578","CCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB00220","Palmitic acid","HMDB0000220","985","15756","C00249","187","CCCCCCCCCCCCCCCC(=O)O","1"
"HMDB00177","L-Histidine","HMDB0000177","6274","15971","C00135","21","N[C@@H](CC1=CN=CN1)C(O)=O","1"
"HMDB00157","Hypoxanthine","HMDB0000157","790","17368","C00262","83","OC1=NC=NC2=C1NC=N2","1"
"HMDB00197","Indoleacetic acid","HMDB0000197","802","16411","C00954","5211","OC(=O)CC1=CNC2=C1C=CC=C2","1"
"HMDB00195","Inosine","HMDB0000195","6021","17596","C00294","84","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(O)N=CN=C12","1"
"HMDB00211","myo-Inositol","HMDB0000211",NA,"17268","C00137","5221","O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O","1"
"HMDB06088","scyllo-Inositol","HMDB0006088","892","10642","C06153",NA,"O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB00172","L-Isoleucine","HMDB0000172","6306","17191","C00407","5193","CC[C@H](C)[C@@H](C(=O)O)N","1"
"HMDB02923","Isomaltose","HMDB0002923","10357","4808","C05400","412","OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB00190","L-Lactic acid","HMDB0000190","107689","422","C00186","5205","C[C@H](O)C(O)=O","1"
"HMDB41627","Lactose","HMDB0041627","6134","36218","C01970",NA,"[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O","1"
"HMDB00687","L-Leucine","HMDB0000687","6106","15603","C00123","24","CC(C)C[C@H](N)C(O)=O","1"
"HMDB00182","L-Lysine","HMDB0000182","5962","18019","C00047","5200","NCCCC[C@H](N)C(O)=O","1"
"HMDB00744","Malic acid","HMDB0000744","525","6650","C03668","118","OC(CC(O)=O)C(O)=O","1"
"HMDB02928","Maltitol","HMDB0002928","493591","203534",NA,"3484","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O","1"
"HMDB00765","Mannitol","HMDB0000765","6251","16899","C00392","142","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","1"
"HMDB00048","Melibiose","HMDB0000048","440658","4808","C05402","3478","OC[C@H]1O[C@H](OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB00479","3-Methylhistidine","HMDB0000479","64969","27596","C01152","5466","[H][C@](N)(CC1=CN=CN1C)C(O)=O","1"
"HMDB00215","N-Acetyl-D-glucosamine","HMDB0000215","439174","506227","C00140","3356","CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O","1"
"HMDB01129","N-Acetylmannosamine","HMDB0001129","11096158","63154","C00645","6024","CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O","1"
"HMDB01406","Niacinamide","HMDB0001406","936","17154","C00153","1497","NC(=O)C1=CC=CN=C1","1"
"HMDB00847","Pelargonic acid","HMDB0000847","8158","29019","C01601","5810","CCCCCCCCC(=O)O","1"
"HMDB00673","Linoleic acid","HMDB0000673","5280450","17351","C01595","191","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O","1"
"HMDB00827","Stearic acid","HMDB0000827","5281","28842","C01530","189","CCCCCCCCCCCCCCCCCC(=O)O","1"
"HMDB00573","Elaidic acid","HMDB0000573","637517","27997","C01712","3406","CCCCCCCC/C=C\CCCCCCCC(=O)O","1"
"HMDB00224","O-Phosphoethanolamine","HMDB0000224","1015","17553","C00346","5233","NCCOP(O)(O)=O","1"
"HMDB00214","Ornithine","HMDB0000214","6262","15729","C00077","27","NCCC[C@H](N)C(O)=O","1"
"HMDB02329","Oxalic acid","HMDB0002329","971","16995","C00209","113","OC(=O)C(O)=O","1"
"HMDB00210","Pantothenic acid","HMDB0000210","6613","46905","C00864",NA,"CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O","1"
"HMDB00159","L-Phenylalanine","HMDB0000159","6140","17295","C00079","28","N[C@@H](CC1=CC=CC=C1)C(O)=O","1"
"HMDB00162","L-Proline","HMDB0000162","145742","17203","C00148","29","OC(=O)[C@@H]1CCCN1","1"
"HMDB01414","Putrescine","HMDB0001414","1045","17148","C00134","3226","NCCCCN","1"
"HMDB00267","Pyroglutamic acid","HMDB0000267","7405","18183","C01879","3251","OC(=O)[C@@H]1CCC(=O)N1","1"
"HMDB00243","Pyruvic acid","HMDB0000243","1060","32816","C00022","117","CC(=O)C(=O)O","1"
"HMDB03213","Raffinose","HMDB0003213","439242","16634","C00492","138","OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O","1"
"HMDB00849","Rhamnose","HMDB0000849","25310","62346","C00507","5812","C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O","1"
"HMDB00508","Ribitol","HMDB0000508",NA,"15963","C00474","316","OC[C@H](O)[C@H](O)[C@H](O)CO","1"
"HMDB01548","D-Ribose 5-phosphate","HMDB0001548","440101","52742","C00117","6315","O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"HMDB00283","D-Ribose","HMDB0000283","5779","47013","C00121","313","OC[C@H]1OC(O)[C@H](O)[C@@H]1O","1"
"HMDB00187","L-Serine","HMDB0000187","5951","17115","C00065","5203","N[C@@H](CO)C(O)=O","1"
"HMDB00254","Succinic acid","HMDB0000254","1110","15741","C00042","114","O=C(O)CCC(=O)O","1"
"HMDB00258","Sucrose","HMDB0000258","5988","17992","C00089","137","OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O","1"
"HMDB00251","Taurine","HMDB0000251","1123","15891","C00245","31","NCCS(O)(=O)=O","1"
"HMDB00167","L-Threonine","HMDB0000167","6288","16857","C00188","32","C[C@@H](O)[C@H](N)C(O)=O","1"
"HMDB00929","L-Tryptophan","HMDB0000929","6305","16828","C00078","5879","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"HMDB00158","L-Tyrosine","HMDB0000158","6057","17895","C00082","34","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","1"
"HMDB00300","Uracil","HMDB0000300","1174","17568","C00106","258","O=C1NC=CC(=O)N1","1"
"HMDB00294","Urea","HMDB0000294","1176","16199","C00086","6","NC(N)=O","1"
"HMDB00289","Uric acid","HMDB0000289","1175","17775","C00366","88","O=C1NC2=C(N1)C(=O)NC(=O)N2","1"
"HMDB00296","Uridine","HMDB0000296","6029","16704","C00299","90","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O","1"
"HMDB00883","L-Valine","HMDB0000883","6287","16414","C00183","5842","CC(C)[C@H](N)C(O)=O","1"
"HMDB00292","Xanthine","HMDB0000292","1188","17712","C00385","82","O=C1NC2=C(NC=N2)C(=O)N1","1"
"HMDB00500","4-Hydroxybenzoic acid","HMDB0000500","135","30763","C00156","5486","OC(=O)C1=CC=C(O)C=C1","1"
"HMDB14426","Lidocaine","HMDB0014426","3676","6456","C07073",NA,"CCN(CC)CC(=O)NC1=C(C)C=CC=C1C","1"
"HMDB00263","Phosphoenolpyruvic acid","HMDB0000263","1005","44897","C00074","5264","OC(=O)C(=C)OP(O)(O)=O","1"
"HMDB01068","D-Sedoheptulose 7-phosphate","HMDB0001068","92042786","133983","C05382","5980","OC[C@]1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O","1"
"HMDB00005","3-methyl pyruvic acid","HMDB0000005","58","30831","C00109",NA,"CCC(=O)C(=O)O","1"
"HMDB00070","Pipecolic acid","HMDB0000070","849","17964","C00408","50","OC(=O)C1CCCCN1","1"
"HMDB00751","L-Threo-2-pentulose","HMDB0000751","89810215","17399","C00312","5719","OC[C@]1(O)OC[C@H](O)[C@H]1O","1"
"HMDB29196","D-Fucose","HMDB0029196","444200","42564","C01018",NA,"C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O","1"
"HMDB00714","Hippuric acid","HMDB0000714","464","18089","C01586","1301","OC(=O)CNC(=O)C1=CC=CC=C1","1"
"HMDB02000","Myristoleic acid","HMDB0002000","5281119","27781","C08322","6424","CCCC/C=C\CCCCCCCC(=O)O","1"
"HMDB01923","Naproxen","HMDB0001923","156391","7476","C01517","1461","COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O","1"
"HMDB00806","Myristic acid","HMDB0000806","11005","28875","C06424","196","CCCCCCCCCCCCCC(=O)O","1"
"HMDB03229","Palmitoleic acid","HMDB0003229","5312427","28716","C08362","188","CCCCCC/C=C\CCCCCCCC(=O)O","1"
"HMDB00696","L-Methionine","HMDB0000696","6137","16643","C00073","5664","CSCC[C@H](N)C(O)=O","1"
"HMDB10386","LysoPC(18:2(9Z,12Z))","HMDB0010386","11005824","28733","C04230",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB01032","Dehydroepiandrosterone sulfate","HMDB0001032","12594","16814","C04555","4095","C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C","1"
"HMDB00201","DL-Acetylcarnitine","HMDB00201","1","73024","C02571",NA,"CC(=O)OC(CC(=O))C(C)(C)C","1"
"HMDB00895","Acetylcholine chloride","HMDB0000895","6060","15355","C01996","57","CC(=O)OCC[N+](C)(C)C","1"
"HMDB00043","Betaine","HMDB0000043","247","17750","C00719","287","C[N+](C)(C)CC([O-])=O","1"
"HMDB01847","Caffeine","HMDB0001847","2519","27732","C07481","1455","CN1C=NC2=C1C(=O)N(C)C(=O)N2C","1"
"HMDB00033","Carnosine","HMDB0000033","439224","15727","C00386","38","NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O","1"
"HMDB06510","Cervonyl carnitine","HMDB0006510","53477842",NA,NA,NA,"CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB00064","Creatine","HMDB0000064","586","16919","C00300","7","CN(CC(O)=O)C(N)=N","1"
"HMDB13205","9-Decenoylcarnitine","HMDB0013205","53481651",NA,NA,NA,"C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCCCCCC=C","1"
"HMDB61658","3-hydroxyhexadecanoic acid","HMDB0061658","301590","37250",NA,NA,"CCCCCCCCCCCCCC(O)CC(=O)O","1"
"HMDB02250","Dodecanoylcarnitine","HMDB0002250","168381","77086",NA,"6573","CCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB00125","TG(14:0/i-17:0/22:0)","HMDB0100125","131808287",NA,NA,NA,"[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC(C)C","1"
"HMDB03337","Oxidized glutathione","HMDB0003337","65359","17858","C00127","6893","N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O","1"
"HMDB00086","Glycerophosphocholine","HMDB0000086","71920","16870","C00670","370","C[N+](C)(C)CCOP(=O)([O-])OC[C@H](CO)O","1"
"HMDB04012","TG(i-16:0/15:0/8:0)","HMDB0104012","131812151",NA,NA,NA,"[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC","1"
"HMDB13207","9-Hexadecenoylcarnitine","HMDB0013207","53481653","88544",NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CCC(=O)[O-])[N+](C)(C)C","1"
"HMDB00756","L-Hexanoylcarnitine","HMDB0000756","3246938","84834",NA,"3548","CCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB01954","3-Hydroxyoctanoic acid","HMDB0001954","26613","37098",NA,NA,"CCCCCC(O)CC(=O)O","1"
"HMDB02138","TG(a-15:0/a-17:0/a-13:0)[rac]","HMDB0102138","131810289",NA,NA,NA,"[H][C@](COC(=O)CCCCCCCCCCC(C)CC)(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)CC","1"
"HMDB13164","2-Hydroxylauroylcarnitine","HMDB0013164","53481640",NA,NA,NA,"CCCCCCCCCCC(C(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O","1"
"HMDB13166","2-Hydroxymyristoylcarnitine","HMDB0013166","53481642",NA,NA,NA,"CCCCCCCCCCCCC(C(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O","1"
"HMDB00682","Indoxyl sulfate","HMDB0000682","10258","43355",NA,"524","OS(=O)(=O)OC1=CNC2=CC=CC=C12","1"
"HMDB00688","Isovalerylcarnitine","HMDB0000688","6426851","73025",NA,"5657","CC(C)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB00062","L-Carnitine","HMDB0000062","10917","16347","C00318","52","C[N+](C)(C)C[C@H](O)CC([O-])=O","1"
"HMDB06318","Gamma-linolenyl carnitine","HMDB0006318","53477819",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](CCC(=O)[O-])[N+](C)(C)C","1"
"HMDB06469","Linoleyl carnitine","HMDB0006469","6450015","84098",NA,NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB00248","Thyroxine","HMDB0000248","5819","18332","C01829","439","N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O","1"
"HMDB05066","Tetradecanoylcarnitine","HMDB0005066","53477791","84634",NA,NA,"CCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB00791","L-Octanoylcarnitine","HMDB0000791","11953814","18102","C02838",NA,"CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB13324","2-Octenoylcarnitine","HMDB0013324","53481667",NA,NA,NA,"CCCCC/C=C/C(=O)O[C@@H](CCC(=O)[O-])[N+](C)(C)C","1"
"HMDB05065","Oleoylcarnitine","HMDB0005065","46907933","84651",NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB05765","Ophthalmic acid","HMDB0005765","7018721","84058","C21016",NA,"CC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O","1"
"HMDB10379","LysoPC(14:0)","HMDB0010379","460604",NA,"C04230",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10383","LysoPC(16:1(9Z))","HMDB0010383","24779461",NA,"C04230",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB12108","LysoPC(17:0)","HMDB0012108","24779463","580913","C04230",NA,"CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10384","LysoPC(18:0)","HMDB0010384","497299",NA,"C04230",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10387","LysoPC(18:3(6Z,9Z,12Z))","HMDB0010387","52924045",NA,"C04230",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10393","LysoPC(20:3(5Z,8Z,11Z))","HMDB0010393","53480467","74343","C04230",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10403","LysoPC(22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0010403","53480475","133734","C04230",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB10407","LysoPC(P-16:0)","HMDB0010407","10917802",NA,"C04230",NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O","1"
"HMDB11507","LysoPE(18:2(9Z,12Z)/0:0)","HMDB0011507","52925130","83058",NA,NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB11524","LysoPE(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)","HMDB0011524","53480954",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)(O)OCCN)O","1"
"HMDB00939","S-Adenosylhomocysteine","HMDB0000939","439155","16680","C00021","296","N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)=O","1"
"HMDB00792","Sebacic acid","HMDB0000792","5192","41865","C08277","4240","C(CCCCC(=O)O)CCCC(=O)O","1"
"HMDB00848","Acylcarnitine C18:0","HMDB00848","6426855","73074",NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O))C(C)(C)C","1"
"HMDB02014","cis-5-Tetradecenoylcarnitine","HMDB0002014","22833575","73060",NA,"6437","CCCCCCCC/C=C\CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB02825","Theobromine","HMDB0002825","5429","28946","C07480","1456","CN1C=NC2=C1C(O)=NC(=O)N2C","1"
"HMDB01889","Theophylline","HMDB0001889","2153","28177","C07130","1458","CN1C2=C(NC=N2)C(=O)N(C)C1=O","1"
"HMDB13128","Valerylcarnitine","HMDB0013128","53481619",NA,NA,NA,"CCCCC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C","1"
"HMDB0000148","L-Glutamic acid","HMDB0000148","33032","16015","C00025","5174","N[C@@H](CCC(O)=O)C(O)=O","1"
"HMDB00711","Hydroxyoctanoic acid","HMDB0000711","94180","86543",NA,"5679","CCCCCCC(C(=O)O)O","1"
"HMDB0000070","Pipecolic acid","HMDB0000070","849","17964","C00408","50","OC(=O)C1CCCCN1","1"
"HMDB0000078","Cysteinylglycine","HMDB0000078","439498","4047","C01419","5134","N[C@@H](CS)C(=O)NCC(O)=O","1"
"HMDB0000133","Guanosine","HMDB0000133","6802","16750","C00387","87","NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1","1"
"HMDB0000234","Testosterone","HMDB0000234","6013","17347","C00535","390","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C","1"
"HMDB0000259","Serotonin","HMDB0000259","5202","28790","C00780","74","NCCC1=CNC2=C1C=C(O)C=C2","1"
"HMDB0000387","beta-hydroxylauric acid","HMDB0000387","94216","36206",NA,"5376","CCCCCCCCCC(O)CC(=O)O","1"
"HMDB0000422","2-Methylglutaric acid","HMDB0000422","12046","68567",NA,"5411","CC(CCC(=O)O)C(=O)O","1"
